Meter over havet	0-49 m	50-99 m	100-149 m	150-199 m	200-249 m	250-299 m	300-399 m	400-499 m	500-599 m	600-699 m	700-799 m	800-899 m	900-999 m	1000+ m
Fritidsbygg	164119	26022	15886	17931	14440	13233	27100	25972	24693	27986	30954	37960	30478	10771
